,Unnamed: 0,userName,score,at,content,sentiment_label,lower_content,clean_content,tokenized,stemmed,removed_stopwords,replace_slang,final
22,22,Sugeng Andi saputra,3,2024-02-28 04:10:25,masih enakan pakai polri super app apa digital korlantas ya?,2,masih enakan pakai polri super app apa digital korlantas ya?,masih enakan pakai polri super app apa digital korlantas ya ,"['masih', 'enakan', 'pakai', 'polri', 'super', 'app', 'apa', 'digital', 'korlantas', 'ya']","['masih', 'enak', 'pakai', 'polri', 'super', 'app', 'apa', 'digital', 'korlantas', 'ya']","['enak', 'pakai', 'app', 'digital', 'ya']","['enak', 'pakai', 'apa', 'digital', 'ya']",enak pakai apa digital ya
23,23,Anton sujarwo,1,2024-02-28 03:59:52,"Baru daftar aja gak bisa gimana mau pakai? Giliran dateng langsung ke polri kata suruh pakai app, kan saya galau jadinya",0,"baru daftar aja gak bisa gimana mau pakai? giliran dateng langsung ke polri kata suruh pakai app, kan saya galau jadinya",baru daftar aja gak bisa gimana mau pakai  giliran dateng langsung ke polri kata suruh pakai app  kan saya galau jadinya,"['baru', 'daftar', 'aja', 'gak', 'bisa', 'gimana', 'mau', 'pakai', 'giliran', 'dateng', 'langsung', 'ke', 'polri', 'kata', 'suruh', 'pakai', 'app', 'kan', 'saya', 'galau', 'jadinya']","['baru', 'daftar', 'aja', 'gak', 'bisa', 'gimana', 'mau', 'pakai', 'gilir', 'dateng', 'langsung', 'ke', 'polri', 'kata', 'suruh', 'pakai', 'app', 'kan', 'saya', 'galau', 'jadi']","['daftar', 'aja', 'gak', 'gimana', 'pakai', 'gilir', 'dateng', 'langsung', 'suruh', 'pakai', 'app', 'galau']","['daftar', 'saja', 'tidak', 'bagaimana', 'pakai', 'gilir', 'datang', 'langsung', 'suruh', 'pakai', 'apa', 'galau']",daftar saja tidak bagaimana pakai gilir datang langsung suruh pakai apa galau
24,24,99%,5,2024-02-28 03:22:27,Oke.,1,oke.,oke ,['oke'],['oke'],['oke'],['oke'],oke
25,25,Mohammad Aji Surya Mahardika,1,2024-02-28 03:14:31,Banyak bug salah 1 di lupa password,0,banyak bug salah 1 di lupa password,banyak bug salah   di lupa password,"['banyak', 'bug', 'salah', 'di', 'lupa', 'password']","['banyak', 'bug', 'salah', 'di', 'lupa', 'password']","['bug', 'salah', 'lupa', 'password']","['gangguan', 'salah', 'lupa', 'password']",gangguan salah lupa password
26,26,Rizki Alan Fauzi,1,2024-02-28 02:14:43,Verifikasi sulit suruh foto KTP fokusnya hancur developer appnya bego,0,verifikasi sulit suruh foto ktp fokusnya hancur developer appnya bego,verifikasi sulit suruh foto ktp fokusnya hancur developer appnya bego,"['verifikasi', 'sulit', 'suruh', 'foto', 'ktp', 'fokusnya', 'hancur', 'developer', 'appnya', 'bego']","['verifikasi', 'sulit', 'suruh', 'foto', 'ktp', 'fokus', 'hancur', 'developer', 'appnya', 'bego']","['verifikasi', 'sulit', 'suruh', 'foto', 'fokus', 'hancur', 'developer', 'appnya', 'bego']","['verifikasi', 'sulit', 'suruh', 'foto', 'fokus', 'hancur', 'developer', 'aplikasi', 'bego']",verifikasi sulit suruh foto fokus hancur developer aplikasi bego
27,27,arman Taher,1,2024-02-28 01:29:34,Gk ada gunanya.verifikasi email aja bertele tele.kerja kalian apa?,0,gk ada gunanya.verifikasi email aja bertele tele.kerja kalian apa?,gk ada gunanya verifikasi email aja bertele tele kerja kalian apa ,"['gk', 'ada', 'gunanya', 'verifikasi', 'email', 'aja', 'bertele', 'tele', 'kerja', 'kalian', 'apa']","['gk', 'ada', 'guna', 'verifikasi', 'email', 'aja', 'tele', 'tele', 'kerja', 'kalian', 'apa']","['gk', 'verifikasi', 'email', 'aja', 'tele', 'tele', 'kerja']","['tidak', 'verifikasi', 'email', 'saja', 'tele', 'tele', 'kerja']",tidak verifikasi email saja tele tele kerja
28,28,BURUH ALAM,1,2024-02-27 17:13:35,Saya Tidak Mendapatkan Kode Verifikasi.. tidak Ada Kode Yang Masuk Ke E-mail saya. Sudah Coba Beberapa Kali Tidak Verifikasi,0,saya tidak mendapatkan kode verifikasi.. tidak ada kode yang masuk ke e-mail saya. sudah coba beberapa kali tidak verifikasi,saya tidak mendapatkan kode verifikasi   tidak ada kode yang masuk ke e mail saya  sudah coba beberapa kali tidak verifikasi,"['saya', 'tidak', 'mendapatkan', 'kode', 'verifikasi', 'tidak', 'ada', 'kode', 'yang', 'masuk', 'ke', 'e', 'mail', 'saya', 'sudah', 'coba', 'beberapa', 'kali', 'tidak', 'verifikasi']","['saya', 'tidak', 'dapat', 'kode', 'verifikasi', 'tidak', 'ada', 'kode', 'yang', 'masuk', 'ke', 'e', 'mail', 'saya', 'sudah', 'coba', 'beberapa', 'kali', 'tidak', 'verifikasi']","['tidak', 'kode', 'verifikasi', 'tidak', 'kode', 'masuk', 'mail', 'coba', 'kali', 'tidak', 'verifikasi']","['tidak', 'kode', 'verifikasi', 'tidak', 'kode', 'masuk', 'email', 'coba', 'kali', 'tidak', 'verifikasi']",tidak kode verifikasi tidak kode masuk email coba kali tidak verifikasi
29,29,Muhammad Haryono,5,2024-02-27 16:39:48,Good dan Sangat membantu,1,good dan sangat membantu,good dan sangat membantu,"['good', 'dan', 'sangat', 'membantu']","['good', 'dan', 'sangat', 'bantu']","['good', 'bantu']","['good', 'bantu']",good bantu
30,30,STBW /EBC,1,2024-02-27 09:57:43,Saya mau konsultasi tentang... Mau tanya kalau legalisir SKCK bisa selesai sehari tidak bu/pak kalau di polres? Terus saya mau kasih rating kecil KARENA SAYA TIDAK BISA DAFTAR LEGALISIR DARI APLIKASI... TOLONG DI ADAKAN TOMBOL LEGALISIR SKCK🙏💕TERIMAKASIH,0,saya mau konsultasi tentang... mau tanya kalau legalisir skck bisa selesai sehari tidak bu/pak kalau di polres? terus saya mau kasih rating kecil karena saya tidak bisa daftar legalisir dari aplikasi... tolong di adakan tombol legalisir skck🙏💕terimakasih,saya mau konsultasi tentang    mau tanya kalau legalisir skck bisa selesai sehari tidak bu pak kalau di polres  terus saya mau kasih rating kecil karena saya tidak bisa daftar legalisir dari aplikasi    tolong di adakan tombol legalisir skck  terimakasih,"['saya', 'mau', 'konsultasi', 'tentang', 'mau', 'tanya', 'kalau', 'legalisir', 'skck', 'bisa', 'selesai', 'sehari', 'tidak', 'bu', 'pak', 'kalau', 'di', 'polres', 'terus', 'saya', 'mau', 'kasih', 'rating', 'kecil', 'karena', 'saya', 'tidak', 'bisa', 'daftar', 'legalisir', 'dari', 'aplikasi', 'tolong', 'di', 'adakan', 'tombol', 'legalisir', 'skck', 'terimakasih']","['saya', 'mau', 'konsultasi', 'tentang', 'mau', 'tanya', 'kalau', 'legalisir', 'skck', 'bisa', 'selesai', 'hari', 'tidak', 'bu', 'pak', 'kalau', 'di', 'polres', 'terus', 'saya', 'mau', 'kasih', 'rating', 'kecil', 'karena', 'saya', 'tidak', 'bisa', 'daftar', 'legalisir', 'dari', 'aplikasi', 'tolong', 'di', 'adakan', 'tombol', 'legalisir', 'skck', 'terimakasih']","['konsultasi', 'legalisir', 'selesai', 'tidak', 'bu', 'kasih', 'rating', 'tidak', 'daftar', 'legalisir', 'aplikasi', 'tolong', 'adakan', 'tombol', 'legalisir', 'terimakasih']","['konsultasi', 'legalisir', 'selesai', 'tidak', 'bu', 'kasih', 'rating', 'tidak', 'daftar', 'legalisir', 'aplikasi', 'tolong', 'adakan', 'tombol', 'legalisir', 'terima kasih']",konsultasi legalisir selesai tidak bu kasih rating tidak daftar legalisir aplikasi tolong adakan tombol legalisir terima kasih
31,31,Hai Gum,1,2024-02-27 08:58:58,"ADMIN TIDAK ADA RESPON SAMA SEKALI, BIKIN APLIKASI CUMA NGAMBIL UNTUNG DOANG BIAR DIBAYAR NEGARA ABIS ITU MANGKRAK!!! KORUPSI BERKEDOK APLIKASI",0,"admin tidak ada respon sama sekali, bikin aplikasi cuma ngambil untung doang biar dibayar negara abis itu mangkrak!!! korupsi berkedok aplikasi",admin tidak ada respon sama sekali  bikin aplikasi cuma ngambil untung doang biar dibayar negara abis itu mangkrak    korupsi berkedok aplikasi,"['admin', 'tidak', 'ada', 'respon', 'sama', 'sekali', 'bikin', 'aplikasi', 'cuma', 'ngambil', 'untung', 'doang', 'biar', 'dibayar', 'negara', 'abis', 'itu', 'mangkrak', 'korupsi', 'berkedok', 'aplikasi']","['admin', 'tidak', 'ada', 'respon', 'sama', 'sekali', 'bikin', 'aplikasi', 'cuma', 'ngambil', 'untung', 'doang', 'biar', 'bayar', 'negara', 'abis', 'itu', 'mangkrak', 'korupsi', 'kedok', 'aplikasi']","['admin', 'tidak', 'respon', 'bikin', 'aplikasi', 'ngambil', 'untung', 'doang', 'biar', 'bayar', 'negara', 'abis', 'mangkrak', 'korupsi', 'kedok', 'aplikasi']","['admin', 'tidak', 'respon', 'bikin', 'aplikasi', 'ambil', 'untung', 'doang', 'biar', 'bayar', 'negara', 'habis', 'mangkrak', 'korupsi', 'kedok', 'aplikasi']",admin tidak respon bikin aplikasi ambil untung doang biar bayar negara habis mangkrak korupsi kedok aplikasi
32,32,Muhamad Wildannur,1,2024-02-27 06:59:34,"Pas ngurus dipolsek harus download Aplikasi tapi malah jadi buang waktu k karna cuman mempersulit bukan mempermudah, sangat lemot dan eror aplikasi nya akhirnya ngurus manual juga di polres dan lebih mudah serta menghemat waktu",0,"pas ngurus dipolsek harus download aplikasi tapi malah jadi buang waktu k karna cuman mempersulit bukan mempermudah, sangat lemot dan eror aplikasi nya akhirnya ngurus manual juga di polres dan lebih mudah serta menghemat waktu",pas ngurus dipolsek harus download aplikasi tapi malah jadi buang waktu k karna cuman mempersulit bukan mempermudah  sangat lemot dan eror aplikasi nya akhirnya ngurus manual juga di polres dan lebih mudah serta menghemat waktu,"['pas', 'ngurus', 'dipolsek', 'harus', 'download', 'aplikasi', 'tapi', 'malah', 'jadi', 'buang', 'waktu', 'k', 'karna', 'cuman', 'mempersulit', 'bukan', 'mempermudah', 'sangat', 'lemot', 'dan', 'eror', 'aplikasi', 'nya', 'akhirnya', 'ngurus', 'manual', 'juga', 'di', 'polres', 'dan', 'lebih', 'mudah', 'serta', 'menghemat', 'waktu']","['pas', 'ngurus', 'dipolsek', 'harus', 'download', 'aplikasi', 'tapi', 'malah', 'jadi', 'buang', 'waktu', 'k', 'karna', 'cuman', 'sulit', 'bukan', 'mudah', 'sangat', 'lemot', 'dan', 'eror', 'aplikasi', 'nya', 'akhir', 'ngurus', 'manual', 'juga', 'di', 'polres', 'dan', 'lebih', 'mudah', 'serta', 'hemat', 'waktu']","['pas', 'ngurus', 'download', 'aplikasi', 'buang', 'k', 'karna', 'cuman', 'sulit', 'mudah', 'lemot', 'eror', 'aplikasi', 'ngurus', 'manual', 'mudah', 'hemat']","['pas', 'mengurus', 'unduh', 'aplikasi', 'buang', 'ke', 'karena', 'cuman', 'sulit', 'mudah', 'lambat', 'gangguan', 'aplikasi', 'mengurus', 'manual', 'mudah', 'hemat']",pas mengurus unduh aplikasi buang ke karena cuman sulit mudah lambat gangguan aplikasi mengurus manual mudah hemat
33,33,Joko Sri Hartono,1,2024-02-27 06:49:33,Aplikasi masih belum siap error banyak bug mohon segera di perbaiki,0,aplikasi masih belum siap error banyak bug mohon segera di perbaiki,aplikasi masih belum siap error banyak bug mohon segera di perbaiki,"['aplikasi', 'masih', 'belum', 'siap', 'error', 'banyak', 'bug', 'mohon', 'segera', 'di', 'perbaiki']","['aplikasi', 'masih', 'belum', 'siap', 'error', 'banyak', 'bug', 'mohon', 'segera', 'di', 'baik']","['aplikasi', 'error', 'bug', 'mohon']","['aplikasi', 'gangguan', 'gangguan', 'mohon']",aplikasi gangguan gangguan mohon
34,34,MUMU 13,1,2024-02-27 06:30:26,"Aplikasi busukk ,, belom siap edarrr,, kode verifikasi gak masuk masuk,, udah ganti ganti emailpun sama tetap. Gak dapet kode verifikasi",0,"aplikasi busukk ,, belom siap edarrr,, kode verifikasi gak masuk masuk,, udah ganti ganti emailpun sama tetap. gak dapet kode verifikasi",aplikasi busukk    belom siap edarrr   kode verifikasi gak masuk masuk   udah ganti ganti emailpun sama tetap  gak dapet kode verifikasi,"['aplikasi', 'busukk', 'belom', 'siap', 'edarrr', 'kode', 'verifikasi', 'gak', 'masuk', 'masuk', 'udah', 'ganti', 'ganti', 'emailpun', 'sama', 'tetap', 'gak', 'dapet', 'kode', 'verifikasi']","['aplikasi', 'busukk', 'belom', 'siap', 'edarrr', 'kode', 'verifikasi', 'gak', 'masuk', 'masuk', 'udah', 'ganti', 'ganti', 'email', 'sama', 'tetap', 'gak', 'dapet', 'kode', 'verifikasi']","['aplikasi', 'busukk', 'belom', 'edarrr', 'kode', 'verifikasi', 'gak', 'masuk', 'masuk', 'udah', 'ganti', 'ganti', 'email', 'gak', 'dapet', 'kode', 'verifikasi']","['aplikasi', 'busuk', 'belum', 'edar', 'kode', 'verifikasi', 'tidak', 'masuk', 'masuk', 'sudah', 'ganti', 'ganti', 'email', 'tidak', 'dapat', 'kode', 'verifikasi']",aplikasi busuk belum edar kode verifikasi tidak masuk masuk sudah ganti ganti email tidak dapat kode verifikasi
35,35,Sidik “Kidzib” Setyajati,1,2024-02-27 06:17:37,"Pengurusan sdh online, pd akhirnya hrs dtg ke polres bawa berkas. Ga bisa pengiriman jg...",2,"pengurusan sdh online, pd akhirnya hrs dtg ke polres bawa berkas. ga bisa pengiriman jg...",pengurusan sdh online  pd akhirnya hrs dtg ke polres bawa berkas  ga bisa pengiriman jg   ,"['pengurusan', 'sdh', 'online', 'pd', 'akhirnya', 'hrs', 'dtg', 'ke', 'polres', 'bawa', 'berkas', 'ga', 'bisa', 'pengiriman', 'jg']","['urus', 'sdh', 'online', 'pd', 'akhir', 'hrs', 'dtg', 'ke', 'polres', 'bawa', 'berkas', 'ga', 'bisa', 'kirim', 'jg']","['urus', 'sdh', 'online', 'pd', 'hrs', 'dtg', 'bawa', 'berkas', 'ga', 'kirim', 'jg']","['urus', 'sudah', 'online', 'pada', 'harus', 'datang', 'bawa', 'berkas', 'tidak', 'kirim', 'juga']",urus sudah online pada harus datang bawa berkas tidak kirim juga
36,36,Niatman Aperli Gea,1,2024-02-27 06:11:44,"NIK saya tidak ditemukan, bagaimana ni Solusinya, saya coba berulang ulang tidak bisa",0,"nik saya tidak ditemukan, bagaimana ni solusinya, saya coba berulang ulang tidak bisa",nik saya tidak ditemukan  bagaimana ni solusinya  saya coba berulang ulang tidak bisa,"['nik', 'saya', 'tidak', 'ditemukan', 'bagaimana', 'ni', 'solusinya', 'saya', 'coba', 'berulang', 'ulang', 'tidak', 'bisa']","['nik', 'saya', 'tidak', 'temu', 'bagaimana', 'ni', 'solusi', 'saya', 'coba', 'ulang', 'ulang', 'tidak', 'bisa']","['tidak', 'temu', 'ni', 'solusi', 'coba', 'ulang', 'ulang', 'tidak']","['tidak', 'temu', 'nih', 'solusi', 'coba', 'ulang', 'ulang', 'tidak']",tidak temu nih solusi coba ulang ulang tidak
37,37,Fadholi Ashrovic,3,2024-02-27 06:05:20,Ini tolong diperbaiki lagi untuk aplikasinya saya mau buat akun untuk memperpanjang skck kagak bisa terverifikasi padahal saya mengisi datanya sudah sangat jelas,0,ini tolong diperbaiki lagi untuk aplikasinya saya mau buat akun untuk memperpanjang skck kagak bisa terverifikasi padahal saya mengisi datanya sudah sangat jelas,ini tolong diperbaiki lagi untuk aplikasinya saya mau buat akun untuk memperpanjang skck kagak bisa terverifikasi padahal saya mengisi datanya sudah sangat jelas,"['ini', 'tolong', 'diperbaiki', 'lagi', 'untuk', 'aplikasinya', 'saya', 'mau', 'buat', 'akun', 'untuk', 'memperpanjang', 'skck', 'kagak', 'bisa', 'terverifikasi', 'padahal', 'saya', 'mengisi', 'datanya', 'sudah', 'sangat', 'jelas']","['ini', 'tolong', 'baik', 'lagi', 'untuk', 'aplikasi', 'saya', 'mau', 'buat', 'akun', 'untuk', 'panjang', 'skck', 'kagak', 'bisa', 'verifikasi', 'padahal', 'saya', 'isi', 'data', 'sudah', 'sangat', 'jelas']","['tolong', 'aplikasi', 'akun', 'kagak', 'verifikasi', 'isi', 'data']","['tolong', 'aplikasi', 'akun', 'tidak', 'verifikasi', 'isi', 'data']",tolong aplikasi akun tidak verifikasi isi data
38,38,Yusdiv,1,2024-02-27 05:58:47,"APK NYA JELEK,, JAUH. DARI KATA SEMPURNA",0,"apk nya jelek,, jauh. dari kata sempurna",apk nya jelek   jauh  dari kata sempurna,"['apk', 'nya', 'jelek', 'jauh', 'dari', 'kata', 'sempurna']","['apk', 'nya', 'jelek', 'jauh', 'dari', 'kata', 'sempurna']","['apk', 'jelek', 'sempurna']","['aplikasi', 'jelek', 'sempurna']",aplikasi jelek sempurna
39,39,Bahtiar Hasan,1,2024-02-27 05:56:19,Parah ga bisa di gunakan,0,parah ga bisa di gunakan,parah ga bisa di gunakan,"['parah', 'ga', 'bisa', 'di', 'gunakan']","['parah', 'ga', 'bisa', 'di', 'guna']","['parah', 'ga']","['parah', 'tidak']",parah tidak
40,40,Muhamad Ruslan,1,2024-02-27 05:34:00,"Aplikasi rusak malah menyulitkan bukan mempermudah, pengguna baru tidak bisa daftar karena tidak ada kode Verifikasi email udh di coba berkali kali tapi tetep aja ga ada, PAYAH!",0,"aplikasi rusak malah menyulitkan bukan mempermudah, pengguna baru tidak bisa daftar karena tidak ada kode verifikasi email udh di coba berkali kali tapi tetep aja ga ada, payah!",aplikasi rusak malah menyulitkan bukan mempermudah  pengguna baru tidak bisa daftar karena tidak ada kode verifikasi email udh di coba berkali kali tapi tetep aja ga ada  payah ,"['aplikasi', 'rusak', 'malah', 'menyulitkan', 'bukan', 'mempermudah', 'pengguna', 'baru', 'tidak', 'bisa', 'daftar', 'karena', 'tidak', 'ada', 'kode', 'verifikasi', 'email', 'udh', 'di', 'coba', 'berkali', 'kali', 'tapi', 'tetep', 'aja', 'ga', 'ada', 'payah']","['aplikasi', 'rusak', 'malah', 'sulit', 'bukan', 'mudah', 'guna', 'baru', 'tidak', 'bisa', 'daftar', 'karena', 'tidak', 'ada', 'kode', 'verifikasi', 'email', 'udh', 'di', 'coba', 'kali', 'kali', 'tapi', 'tetep', 'aja', 'ga', 'ada', 'payah']","['aplikasi', 'rusak', 'sulit', 'mudah', 'tidak', 'daftar', 'tidak', 'kode', 'verifikasi', 'email', 'udh', 'coba', 'kali', 'kali', 'tetep', 'aja', 'ga', 'payah']","['aplikasi', 'rusak', 'sulit', 'mudah', 'tidak', 'daftar', 'tidak', 'kode', 'verifikasi', 'email', 'sudah', 'coba', 'kali', 'kali', 'tetap', 'saja', 'tidak', 'payah']",aplikasi rusak sulit mudah tidak daftar tidak kode verifikasi email sudah coba kali kali tetap saja tidak payah
41,41,Palupi Handayani,1,2024-02-27 05:19:05,"Baru mau daftar, keterangannya Nomor identitas KTP anda sudah terdaftar, ngeri",0,"baru mau daftar, keterangannya nomor identitas ktp anda sudah terdaftar, ngeri",baru mau daftar  keterangannya nomor identitas ktp anda sudah terdaftar  ngeri,"['baru', 'mau', 'daftar', 'keterangannya', 'nomor', 'identitas', 'ktp', 'anda', 'sudah', 'terdaftar', 'ngeri']","['baru', 'mau', 'daftar', 'terang', 'nomor', 'identitas', 'ktp', 'anda', 'sudah', 'daftar', 'ngeri']","['daftar', 'terang', 'nomor', 'identitas', 'daftar', 'ngeri']","['daftar', 'terang', 'nomor', 'identitas', 'daftar', 'ngeri']",daftar terang nomor identitas daftar ngeri
42,42,difa pratama,1,2024-02-27 05:17:08,Gabisa bikin akun,0,gabisa bikin akun,gabisa bikin akun,"['gabisa', 'bikin', 'akun']","['gabisa', 'bikin', 'akun']","['gabisa', 'bikin', 'akun']","['tidak', 'bisa', 'bikin', 'akun']",tidak bisa bikin akun
43,43,Ahmad Muzaky,1,2024-02-27 04:52:52,Gk jlas ngisi data kok NIK nya gk di temukan... Anehhhhhh,0,gk jlas ngisi data kok nik nya gk di temukan... anehhhhhh,gk jlas ngisi data kok nik nya gk di temukan    anehhhhhh,"['gk', 'jlas', 'ngisi', 'data', 'kok', 'nik', 'nya', 'gk', 'di', 'temukan', 'anehhhhhh']","['gk', 'jlas', 'ngisi', 'data', 'kok', 'nik', 'nya', 'gk', 'di', 'temu', 'anehhhhhh']","['gk', 'jlas', 'ngisi', 'data', 'gk', 'temu', 'anehhhhhh']","['tidak', 'jlas', 'ngisi', 'data', 'tidak', 'temu', 'aneh']",tidak jlas ngisi data tidak temu aneh
44,44,Merlyana Wijayanti,1,2024-02-27 03:08:20,"invalid terus, padahal data sudah benar.",0,"invalid terus, padahal data sudah benar.",invalid terus  padahal data sudah benar ,"['invalid', 'terus', 'padahal', 'data', 'sudah', 'benar']","['invalid', 'terus', 'padahal', 'data', 'sudah', 'benar']","['invalid', 'data']","['invalid', 'data']",invalid data
45,45,Yudi Cahyono,3,2024-02-27 02:07:58,"Maaf untuk mau daftar akun itu tidak bisa tidak ada code verifikasi ke emailnya, mungkin ada program atau script yg salah. Terimakasih",0,"maaf untuk mau daftar akun itu tidak bisa tidak ada code verifikasi ke emailnya, mungkin ada program atau script yg salah. terimakasih",maaf untuk mau daftar akun itu tidak bisa tidak ada code verifikasi ke emailnya  mungkin ada program atau script yg salah  terimakasih,"['maaf', 'untuk', 'mau', 'daftar', 'akun', 'itu', 'tidak', 'bisa', 'tidak', 'ada', 'code', 'verifikasi', 'ke', 'emailnya', 'mungkin', 'ada', 'program', 'atau', 'script', 'yg', 'salah', 'terimakasih']","['maaf', 'untuk', 'mau', 'daftar', 'akun', 'itu', 'tidak', 'bisa', 'tidak', 'ada', 'code', 'verifikasi', 'ke', 'email', 'mungkin', 'ada', 'program', 'atau', 'script', 'yg', 'salah', 'terimakasih']","['maaf', 'daftar', 'akun', 'tidak', 'tidak', 'code', 'verifikasi', 'email', 'program', 'script', 'yg', 'salah', 'terimakasih']","['maaf', 'daftar', 'akun', 'tidak', 'tidak', 'code', 'verifikasi', 'email', 'program', 'script', 'yang', 'salah', 'terima kasih']",maaf daftar akun tidak tidak code verifikasi email program script yang salah terima kasih
46,46,Raka Lesmana,1,2024-02-27 01:25:54,Kenapa pada saat verifikasi no nik nya tidak ditemukan?.. Bisa tolong dibantu🙏,0,kenapa pada saat verifikasi no nik nya tidak ditemukan?.. bisa tolong dibantu🙏,kenapa pada saat verifikasi no nik nya tidak ditemukan    bisa tolong dibantu ,"['kenapa', 'pada', 'saat', 'verifikasi', 'no', 'nik', 'nya', 'tidak', 'ditemukan', 'bisa', 'tolong', 'dibantu']","['kenapa', 'pada', 'saat', 'verifikasi', 'no', 'nik', 'nya', 'tidak', 'temu', 'bisa', 'tolong', 'bantu']","['verifikasi', 'no', 'tidak', 'temu', 'tolong', 'bantu']","['verifikasi', 'no', 'tidak', 'temu', 'tolong', 'bantu']",verifikasi no tidak temu tolong bantu
