,userName,score,at,content
172,Syahrizal Rasyid,3,2024-02-21 10:17:17,"Ngajuin hari Jumat, sampai rumah hari Rabu. Tapi sekarang masa berlaku SIMnya tidak sesuai tgl lahir lagi tapi sesuai tgl perpanjang SIM. Kalau dihitung-hitung saya rugi 3 bulan dong, karena masa berlaku SIM yang lama adalah bulan Mei."
173,Ryan Firmansyah,1,2024-02-21 07:24:45,Bobrok. Daftar aja kayak susah amat.
174,Muiz Rachman,1,2024-02-21 07:22:26,Gak bisa daftar
175,Asep Rian,1,2024-02-21 07:20:50,Verifikasi kode ga masuk ke email
176,Lila Lilu,1,2024-02-21 06:54:56,"Pengiriman verifikasi, lambat bgt, waktu kburu hbis email bru masuk mnding gk usah pakai apk sklian"
177,Andi Sutra,1,2024-02-21 06:09:56,"Disuruh download pas download. malah nunggu kode otp di email, pas kode otp ada malah kagak bisa digunakan hadeh"
178,Safira Sizi,1,2024-02-21 05:53:51,ga bisa login2... stuck aja minta kode mulu.. ga dpt2 kode
179,157 Merita Adeliya,1,2024-02-21 05:23:52,Kode verifikasinya mana njing. NGURUS SKCK LANGSUNG RIBET BANGET MINTA SURAT REKOM DESA LAH APA LAH. PADAHAL DI PERSYARATAN GA DI SURUH
180,AstaniLayarTancep,1,2024-02-21 05:18:39,apk rusak
181,Dolly Shaka,1,2024-02-21 05:13:58,App gk berguna
182,vicky armando,1,2024-02-21 03:32:23,error mulu
183,Yeremia Putera Giri,1,2024-02-21 02:51:25,"Kirim OTP aja ga masuk masuk, belum siap pak untuk hijrah ke online (fasilitas tidak memadai!!)"
184,Rizky Sulistio,1,2024-02-21 02:47:00,"Ngurus SKCK online dan sudah bayar, terus datang ke polres suru bawa FC KK, KTP, Akte, pas foto lalu kirim bukti pembayaran ke Wa admin nya, JADI NGAPAIN DIBUAT ONLINE KALAU HARUS MANUAL JUGA BAPAAAKK... CAPEK AKU UPLOAD "" DOKUMEN KU...."
185,DAVID DAFO,1,2024-02-21 02:42:10,Kenapa aplikasinya tidak membrrikan notifikasi .sangat sulit pak dan membuat skck. Secara langsung sekarang ada persyaratan baru harus dengan bpjs kesehatan .dan membuat skck itu byar knapa semakin sulit .mohon di permudah pak.karna mencari pekerjaan saja sudah sangat sulit di tambah pengurusan berkas untuk membuat lamaran pekerjaan juga menjadi sulit
186,IKATAN REMAJA CONDONG,1,2024-02-21 02:24:26,"udah jauh² ke polres buat perpanjang SKCK ,udah nyampe polres malah di suruh download apk ini ,awal download gk bisa login alasan jaringan terus ,udah download 4 hari pun masih sama sudah bisa login cuma giliran verifikasi data jaringan masalah terus"
187,Vallery Armnda,1,2024-02-21 02:18:18,pelayanannya Lama udah tahap akhir pengajuan SKCK eh pas pembayaran eror terus
188,Muhammad Alif Fama Ramadhan,3,2024-02-21 01:38:22,Bagaimana ini kok setiap meminta kode otp lama banget ya? Lalu kenapa pas kirim ulang kode otp malah di sangka masukin kode otp sebelumnya padahal cek di email belom ada kode otp yg masuk Tolong di perbaiki kembali
189,Wilujeng Chintia Islami,1,2024-02-21 01:35:27,Super super buruk perlu di perbaiki lagi ya
190,M. Syauqi Fadhlika,1,2024-02-21 01:03:39,Email verifikasi sudah persis benar dengan yang dimasukkan tapi masih tidak bisa masuk
191,Jerry Pranando,1,2024-02-20 23:43:36,"Asal buat aja ni aplikasi,,"
192,Dayu Arista,1,2024-02-20 23:23:03,"Gabisa verifikasi udah berkali""coba dan tidak mau"
193,Mohamad Fahri husaeni,1,2024-02-20 18:28:28,"Apk kaga jelas,,udah cape cape ngisi data sampe akhir malah gangguan"
194,Marcell Yudhistira,1,2024-02-20 15:17:20,uang yang harusnya dibuat untuk pengembangan aplikasi ini lari kemana? online berbasis aplikasi masih pelru pake fotocopyan? payah.
195,Budiono mazta,1,2024-02-20 07:50:47,Aplikasi ini bisa digunakan ngk sebenarnya? Baru Tahap verifikasi saja udah gak bisa
196,IRHAS SATRIYO.S,1,2024-02-20 04:45:20,"Seperti biasa' aplikasi PEMERINTAH kagak ada yg BECUS bgt. Mau bayar pajak aja sulit,"
197,Bank Kol,5,2024-02-20 04:30:55,Cepat dan manfaat
198,Rangga Hermawan,1,2024-02-20 04:24:30,Kecewa sih udah nunggu lama emailnya ndk masuk masuk
199,doktor ullis,2,2024-02-20 04:09:09,"Mendaftar secara online SKCK, tapi eksekusinya masih tetap diminta melapor ke Polsek minta Pengantar ke Polres. Tidak ada bedanya dengan mengurus secara offline. Pembayaran secara online telah dilakukan, tapi tetap ditagih secara offline."
200,Muhammad Aji Wiyuda,1,2024-02-20 03:49:57,Buruk
201,M.sifaur Rosyidin,1,2024-02-20 03:25:56,"Kalo tidak siap dengan apk nya mending gak usah pake online segala ,,,,, malah bikin tambh susah masyarakat !"
202,Ziza Aziz,1,2024-02-20 03:24:14,"Kode verifikasi dikirim sangat telat, sering salah. Tolong dibenahi. Apk sekelas kepunyaan polri masak masih ada kendala"
203,Edwin,1,2024-02-20 03:13:24,"Kirain udah pakai aplikasi pengurusan nya makin mudah. Yg ada makin ribet. Harus print bukti pembayaran lah apalah, kena 2x namanya. Udah bayar biaya pembuatan kena biaya print lagi hadeh. Padahal di aplikasi sisa menjukkan aja buktinya tapi nyatanya tetap bukti TF juga"
204,Nawri Switch,1,2024-02-20 03:12:00,verivkasi sangat Kurang sekali responsif baru 30 menit baru masuk email
205,iqbal dehanafi,1,2024-02-20 03:06:29,Aplikasi belom sempurna gagal Mulu periksa koneksi internet anda blabla aneh
206,Ahsanul Wildani,1,2024-02-20 02:35:39,"Aplikasi tidak jelas, tidak bisa login. Halaman depan tidak muncul². Kyknya developer nya gk niat bikin apk deh"
207,Nur alamsyah,5,2024-02-20 02:34:05,baik
208,Ramali Sujimat,1,2024-02-20 02:26:18,Aplikasi pemer gada yg bener
209,Miftahus Sholihin,1,2024-02-20 02:23:50,"Untuk kode verifikasi email, munculnya lama banget. Padahal di aplikasi hanya diberi waktu 30 detik. Jadi gagal terus melakukan verifikasi email. Mohon diperbaiki sistem ini. Terima kasih"
210,Martius Murindra,1,2024-02-20 02:10:10,Pelayanan pembuatan SKCK datang langsung ke polsek tangerang di arahkan ke App POLRI super app nyatanya login saja tidak bisa verifikasi email gagal terus. Mempersulit.
211,Muhammad Razaki,1,2024-02-20 02:03:27,Aplikasi tidak bisa mengirim email
212,Muhamad Ridwan,3,2024-02-20 01:48:34,Belum presisi aplikasinya karena utk verifikasi sangat lama dapat no nya. Ketika sudah ada dan di masukan tidak bisa...
213,benar salah,1,2024-02-20 01:41:28,Verifikasi email gak sampai
214,Dwi Juli Yantono,1,2024-02-20 01:35:14,Ga bisa daftar
215,Al Rizky Ramadan,1,2024-02-20 00:55:15,"Tidak bisa masuk karena verifikasi selalu eror dan lama sekali menunggu nya, sekali di coba kodenya langsung kadaluarsa"
216,Andesra Lumbangaol,1,2024-02-20 00:41:03,Parah... Mau sampai anis presiden juga ga bisa verifikasi.. Hancur hancur
217,diayunia wahab,1,2024-02-20 00:27:51,aplikasi pemerintahan gini siapa yang bikin sih BUSUK SEMUA!!! mau daftar lah kode verifikasinya ga masuk2
218,Lab KTA,1,2024-02-19 23:50:40,"Aplikasi jelek sekali, mau daftar aja sulit. Kode verifikasi gak muncul di email, mana waktunya cuma 60detik. Sekalinya email masuk 1jam kemudian. Parah sekali aplikasinya."
219,Biru Hitam Inter,1,2024-02-19 23:17:58,"Tidak bisa verivikasi lupa password via nomor HP, tolong diperbaiki"
220,Ryan Anderson,1,2024-02-19 23:04:46,"Apk tidak berguna, tidak mengirimkan kode otp tetapi tidak bisa login sudah ditunggu 1 jam hasilnya pun sama"
221,fajar dziki,1,2024-02-19 17:33:59,"Perpanjangan sim udah 2 seminggu lebih masih blm ada kejelasan, statusnya masih pembayaran berhasil aja, nanya helpdesk sangat tidak membantu jawabnya mw dicek aja. Akhirnya perpanjang offline. Proses refund uangnya juga gak jelas. Nanya HD seperti biasa jawaban nya gak jelas."
222,Aditya Steel,1,2024-02-19 13:32:13,"Aplikasi, Makanya kalo bikin aplikasi modal pak, masa aplikasi ginian gampang banget error, ga modal banget"
223,Sodiqin A.Y,1,2024-02-19 13:31:48,Aplikasi wangel tenan cuk
224,Yudi Nugraha,1,2024-02-19 13:30:05,"Di saat urgent mau bikin SKCK sekarang diharuskan online dan pakai aplikasi ini, tapi setelah download aplikasinya gak bisa di pakai, proses verifikasi data seharian gk selesai selesai, bukanya mempermudah malah mempersulit. Aplikasi dan sistem yang sangat sangat buruk 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎"
225,Devki Firmansyah,2,2024-02-19 12:34:56,"Saya sudah ajukan SKCK dan sudah transfer pake BRIVA, tapi setelah dicek dan refresh berkali2 di aplikasi statusnya masih ""menunggu pembayaran "" Lama bgt verifikasinya????????"
226,AR Maulana,1,2024-02-19 12:20:46,ngga situs ngga aplikasi sama aja jelek semua. otp ngga Masuk situs ngga bisa di buka. si polisi ratau bener blasss
227,Wahyu Elli,1,2024-02-19 12:17:12,"Sangat buruk, padahal kode verifikasi nya sudah benar tadi di bilang masih salah hedehh........ :)"
228,"Poppy Jumardianto, S.H",1,2024-02-19 12:04:39,Tolong admin server sering eror
229,Dodik Prasetya Hendra Putra,1,2024-02-19 10:04:42,"Masa aplikasi sekelas POLRI kek gini ?, gabisa bikin yg lebih bagus apa ya ? 🤦🏻‍♂️ Udah kode verifikasi susah masuknya, giliran udah masuk malah kode salah mulu, masa gw 12 thn wajib belajar masih salah buat baca angka ? Lagian udah 2024 kode verifikasi kok opsi kirimnya cuma via email aja, whatsapp, sms, kalo gk tlp kan bisa, waduh parah bener gabisa bikin aplikasi bagus"
230,Hanif Azis Budiarto,1,2024-02-19 10:00:24,"Tidak bisa input nik, padahal nik sudah sesuai ktp. Alasan nik tidak terdaftar"
231,ruslan ruslan,1,2024-02-19 09:48:49,aplikasi belum bisa di pake suruhnya bikin SKCK nya di aplikasi
232,Kajul Nikijuluw,1,2024-02-19 09:31:50,"semakin mempersulit masyarakat. Kirim kode ke email aja sangat lambat. Sudah tulis NIK benar, eh dibilang NIK anda salah. Bikin susah masyarakat dengan aplikasi yang belum jelas seperti ini. Urusan jadi terhambat. Bukan tambah baik, malah tambah bikin susah masyarakat."
233,Wisnu Suranggana,1,2024-02-19 08:21:14,Apalah kode email g masuk masuk
234,Tiara Putri P,2,2024-02-19 08:01:53,"Semoga aplikasinya dibenerin jadi lebih baik lagi deh, sudah beberapa kali verifikasi tetapi gagal padahal nik sudah sesuai dengan ktp dan kk tapi keterangan nya nik tidak ditemukan saya sudah cape coba beberapa kali masukin nik salah terus padahal sudah sesuai. Terus sudah coba chat kendala saya diaplikasinya lewat helpdesk presisi respon nya lama banget. Mohon ditingkatkan lagi servernya ya terima kasih"
235,HF Lyrics,1,2024-02-19 07:46:39,"Aplikasi burukk, kenapa terjadi kesalahan mulu pas kirim data padahal datanya sudah benar"
236,irzaq galuh,1,2024-02-19 07:44:08,tidak bisa upload ktp untuk verif
237,Dimas Wirapranata,5,2024-02-19 06:57:00,Terimakasih
238,Diana Ayudarma,1,2024-02-19 06:46:45,"Isi data tidak terverifikasi, payah"
239,Moch Ridwan chanel,1,2024-02-19 05:41:06,"Niat bikin aplikasi apa tidak sih 😤😤masak kode verifikasi tidak bisa masuk berjam"" ku ulang"" sama aja hasilnya padahal lagi bner"" butuh skck😠😠😠"
240,Ilham Kurniawan S,5,2024-02-19 04:57:26,"Ternyata, untuk wilayah Pasuruan, pembayaran dan pengambilan SKCK baru bisa di layani di Polres. Tapi secara keseluruhan, aplikasi ini sudah cukup membantu untuk yg mengurus perpanjangan SKCK dari luar domisili. Mantap jiwa."
241,Muhammad Fadhil Pasha,1,2024-02-19 04:48:56,Tidak dapat kode verifikasi
242,thoriq masdar,1,2024-02-19 03:52:33,"Aplikasinya masih sangat2 kurang bagus. Saya sedang ada kebutuhan mendesak untuk membuat skck. Saya lagi berusaha daftar di app polri ini, pas di saat bagian nunggu kode verifikasi, kodeny gak muncul2. Padahal udh coba beberapa kali dan sudah ganti2 akun. Tapi tetep aja kode verifikasi gak muncul. Tolonglah, kenapa harus lewat aplikasi, kenapa gak kayak dulu lagi lewat website. Mohon diperbaiki secepatnya."
243,arif nurahman,1,2024-02-19 03:47:14,Ga ada verifikasi email
244,ILU mocineta,1,2024-02-19 03:34:38,"Aplikasi jelek tdk bisa dipake daftar, bikin repot masyarakat"
245,Mochamad Asyim Muntohar,1,2024-02-19 03:31:52,"Saya sudah membuat skck lewat aplikasi ini tapi ketika saya ambil di polsek ternyata gk bisa support harus ngelampirin lagi FC KTP, KK, dll. Jadi sama saja mengajukan skck ulang secara manual. Selain itu, ketika membuka aplikasi ini layanannya selalu loading lama, padahal kondisi internet sudah sangat lancar jaya. Mohon diperbaiki management aplikasi dan administrasinya."
246,Si Drakula Animation,1,2024-02-19 03:28:26,"Tolong dibenahi lagi app nya, masa g bisa verifikasi, padahal sinyal lagi bagus, kuota banyak. Maaf ini kan app nya sangat diperlukan masyarakat, tolonglah di benahi secepatnya"
247,Dendy Saputra,1,2024-02-19 03:27:20,super lemot
248,Anna Kadarusman,1,2024-02-19 03:18:41,"Kocak aplikasi bukan nya mmpermudah malah mempersulit, yg pribadi sama orangnya harus pke app, kalo sama calo langsung g perlu app."
249,Ahmad Adriansyah,1,2024-02-19 03:10:51,"Aplikasi nya error' terus, bukannya mempermudah malah mempersulit"
250,Andi alfian,1,2024-02-19 03:09:45,"Jujur saja, aplikasi ini tidak berguna sama sekali"
251,Muhhamad Basuki,1,2024-02-19 03:06:38,Bangga bisa ungkap kasus tindak pidana kejahatan.
252,Ramdhani Dhani,1,2024-02-19 02:48:25,"Mempersulit masyarakat, saya mau bikin skck di tolak dan di suruh daftar online sedangkan aplikasi nya tdk dpt di gunakan. Payah.."
253,Aditya Apriadi,1,2024-02-19 02:16:53,aplikasi bapuk
254,Harist Ibnu,1,2024-02-19 01:54:45,Aplikasi lemot nomer verifikasi lambat betul saat mau daftar baru. Aplikasi gk banyak membantu
255,Regy Bobyanto,1,2024-02-19 01:52:33,Tolong lah permudah dalam buat aplikasi jangan di persulit dengan lama ny email yg di kirim untuk verivikasi dan lain nya
256,Luqman Purwanto,1,2024-02-19 01:39:09,"Email kode verifikasi tidak dikirim, meskipun sudah di ulangi berkali-kali"
257,Reza Ashari Ramadhan,1,2024-02-19 01:31:47,Aplikasi bobrok
258,Robi Bajang,1,2024-02-19 01:28:22,Kesan pertamaku kok aplikasi yg sistemnya masih payah langsung di rilis
259,Mrayza Pratama,1,2024-02-19 01:23:07,Beli sayur online ganti nama nya bray
260,W A J Gaming,1,2024-02-19 00:51:48,Aplikasi masih harus di perbaiki
261,Agung Supriatna,1,2024-02-19 00:17:41,"Super buruk kualitas aplikasi nya, sangat memuaskan"
262,Rizky Akbar,1,2024-02-18 23:55:25,Aplikasi gagal
263,Nurhidayat Romadhon,1,2024-02-18 23:52:05,"Aplikasi masih cacat, bikin jadi tambah ribet"
264,Syakuur Abadi,1,2024-02-18 16:43:40,Mau daftar baru Dapetin kode verifikasi lama banget gk masuk2
265,Spinjam Shoope,1,2024-02-18 12:46:15,Aplikasinya aneh data udah di isi tapi error
266,Aji Nash,5,2024-02-18 12:28:13,Good
267,rifqi abdillah,5,2024-02-18 11:22:18,Pelayanan cepat meski sering gangguan di karenakan sinyal
268,Zheenniii Zhen,1,2024-02-17 23:51:08,"Sangat tidak membantu 1. Lemot 2. Gangguan apk suruh coba lain waktu 3. Suruh ulang mulu isi data. Kalau kalian tidak niat buat apk ya tidak usah, kenapa sih di Indonesia segala sesuatu sangat dipersulit. Sampai kapan mau jadi negara maju kalau kayak gini mulu dikasi kritik/ masukan bukan diperbaiki malah makin ngawur saja.. 😡😡😡😡😡😡😡😡😡😡😡"
269,Anggi Estianto,1,2024-02-17 21:54:29,Ampun dah Verifikasi saja lama ya Allah
270,tri wahyu,1,2024-02-17 16:40:53,Aplikasi lemot
271,C. Rusnandi,1,2024-02-17 07:23:56,"Super super buruk, aplikasi belum layak digunakan. Kasian masyarakat dituntut menggunakan aplikasi ini, pada kenyataan nya, input data pun mengalami gangguan, alasan karena jaringan, sehebat jaringan bagus pun gak akan bisa karena aplikasinya yang bermasalah. Tolong perbaiki, kasian masyarakat. Trims."
272,RIZKI PUTRA PRATAMA,1,2024-02-17 01:34:51,"Aplikasi pemerintah emang gk ada yang bener, bobrok semua kebanyakan uang pengembangannya masuk perut"
273,arini darawanti,1,2024-02-16 10:39:34,"Ga bisa sama sekali masuk pembayaran, loading minta ampun. Gabisa d pake apilaksinyaaaaaaa"
274,Yakobus Nababan,1,2024-02-16 04:58:24,Bukan makin di permudah malahan makin diperibet
275,116 083_Vieneser victory Marbun,1,2024-02-16 04:39:43,"Email verifikasi gak masuk2, niat mempermudah malah mempersulit"
276,Muhammad Yusuf,1,2024-02-16 04:07:25,kode otpnya ga keluar keluar
277,Fxx77,1,2024-02-16 03:32:03,Verifikasi email kgk masuk mnyt emng g guna lu
278,MFauzi Rijal,1,2024-02-16 03:15:00,"Ribet, isi data diri udah bener Pas mau bayar malah ""Terjadi kesalahan"" Terus. Dicoba terus cape juga klo kaya gini bukan mempermudah malah mempersulit"
279,Rahmat Hidayat,1,2024-02-16 02:10:45,mendapatkan kode otp sangat lambat. terakhir malah ngulang jika ingin membuat appk lain kali yg rapih. untuk masyarakat jadi yg buka pasti banyak. mohon di rapihkan sistem nya🙏
280,Nursaiidah Saiidah,2,2024-02-16 01:57:47,Lama sekali dpt kode verifikasi nya lewat email
281,Mochamad Fadlan Tuhairi,1,2024-02-16 01:49:38,"apk nya tidak responsif, karena pengiriman kode verifikasi yg lewat dari batas tunggunya dan sudah dilakukan berulang tetap sama aja tidak bisa"
282,Wawa Kusuma,1,2024-02-16 01:33:15,App banyak eror nya
283,Joseph Reborn,1,2024-02-16 01:25:36,DISFUNGSI !
284,Newnew Kuro,1,2024-02-16 01:24:24,"Pelayanan Jelek, Kalau mau pakai aplikasi pastikan berjalan dengan baik, ini buat akun aja lelet betul verifikasi email. Mending di bagusin dulu itu aplikasi sebelum nyuruh masyarakar pake, nyusahin aja, yang ngasi bintang 5 tolol banget"
285,LA Channel,1,2024-02-16 00:54:33,"Aplikasi tay, buat dftar akunpun lemot"
286,Wasana Agung Suprapta,1,2024-02-15 23:36:39,"susah registrasinya. request kode verifikasi susah, tidak terkirim-kirim. di Coba berkali-kali, tetap gak bisa."
287,Amanda,1,2024-02-15 14:26:51,"ini kok gabisa di unduh ya, padahal lagi butuh banget hadehhh. tolong dong ini gimana"
288,Sahrul Maulana,1,2024-02-15 12:39:35,"Kirain bisa bikin SKCK dimana aja gk perlu balik kampung, ternyata sama aja harus balik kampung dulu, pleas lahh bikin regulasi bisa bikin SKCk dimana aja buat anak rantau kan gk perlu banyak ngeluarin biaya nantinya. Nanti bintang saya ubah kalo udah bisa bikin SKCk di seluruh wilayah gk harus di domisili KTP, sekian terimakasih"
289,Adit Triyanto,3,2024-02-15 11:14:13,Berapa lama perpanjangan sim di app presisi apakah data saya udah masuk pembayaran pengiriman sudah berhasil di app presisi belum ada update tentang data yg sudah masuk ke satpas
290,Choiriyah Marlita Pratiwi,1,2024-02-15 09:20:06,"tolong pak balikin sistem pendaftaran skck via web aja lebih sat set. bolak balik verifikasi gabisa, giliran buat langsung disuruh lewat aplikasi. padahal ini urgent sekali"
291,Septian Putra Berliansyah,5,2024-02-15 07:07:34,Cukup smooth di Snapdragon 665
292,Rizal Alvaro,1,2024-02-15 05:55:54,Aplikasi error terus
293,JANDRY PIETER,1,2024-02-15 04:34:27,"ketika digunakan online, sampai tkp nya katanya jaringannya rusak dan alasan berbagai macam cara...aneh...padahal penggunaan aplikasi lebih efisien, transparan dan efektifitas..tapi banyak oknum yang berusaha untuk kembali ke zaman dahulu,....Mohon Agar Pimpinan NKRI yang baru untuk mendigitalusasi semua birokrasi pemerintah agar lebih mempermudah masyarakat pengguna"
294,Dani khaliq,1,2024-02-15 03:46:26,"Masih banyak fitur yang tidak tersedia dan sangat merepotkan NIK sudah benar salah di tanggal lahir,tanggal lahir sudah bener pindah ke NIK gitu terus"
295,Puji Indah,1,2024-02-15 03:04:49,Kenapa pas mau bikin skck giliran mau bayar tidak bisa? Sudah beberpaa kali isi sama saja. Suruh tanya admin. Sedangkan di chat aja adminnya lama banget. Gimana sih!!!
296,Aji Setiawan,1,2024-02-15 02:03:47,Mau login tapi lupa sandi. Terus di arahin ke pilihan lupa sandi tapi malah ngebug ga bisa kirim kode OTP. Apk masih belum sempurna
297,Muhammad Jidan,1,2024-02-15 01:01:43,"mau buat akun gabisa bisa karna email verifikasi ga masuk2, udah coba beberapa kali tetep aja gabisa gaada email verifikasi masuk"
298,bang ahmad,1,2024-02-14 21:16:19,Tidak bisa registrasi
299,aepsa 91 Channel,5,2024-02-14 13:59:24,Lebih ditingkatkan interfacenya
